Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
5vt4,,3.21,,2017,,Ki=45uM,,Ki=45uM,,,,,//,5vsj.pdf,(9KJ)
5w14,,1.88,,2017,,Ki=46nM,,Ki=46nM,,,,,//,5w12.pdf,(9TJ)
5tg4,,1.44,,2017,,Ki=475uM,,Ki=475uM,,,,//,5tg4.pdf,(JW1),[Covalent
5uey,,2.41,,2017,,Ki=5.1nM,,Ki=5.1nM,,,,//,5ueu.pdf,(88M),"Ki=5.1+/-0.1nM,"
5mfr,,1.4,,2017,,Ki=50000nM,,Ki=50000nM,,//,5mfr.pdf,(7MK),[Incomplete,ligand],"+/-3000,"
5vii,,1.95,,2017,,Ki=51.8nM,,Ki=51.8nM,,,//,5dex.pdf,(5DY),ST3,
5wzr,,2.79,,2017,,Ki=51nM,,Ki=51nM,,,,,//,5wzn.pdf,(DJN)
5w12,,1.88,,2017,,Ki=53nM,,Ki=53nM,,,,,//,5w12.pdf,(9TG)
5v6u,,2.8,,2017,,Ki=5470uM,,Ki=5470uM,,,//,5v6u.pdf,(8YM),"Ki=5470+/-398uM,",ligand
5om9,,1.8,,2017,,Ki=56uM,,Ki=56uM,,,,,//,5om9.pdf,(O2S)
5m25,,2.43,,2017,,Ki=6.50nM,,Ki=6.50nM,,,//,5m23.pdf,(7DU),"+/-0.36,",peptidomimetic
5tfx,,1.5,,2017,,Ki=60.9nM,,Ki=60.9nM,,,//,5tfx.pdf,(7B1),ligand,is
5u69,,1.28,,2017,,Ki=600nM,,Ki=600nM,,,,//,5u69.pdf,(LQD),[Different
5wag,,1.93,,2017,,Ki=6110nM,,Ki=6110nM,,,//,5wac.pdf,(A0V),[Uncommon,element]
5ti0,,1.42,,2017,,Ki=61uM,,Ki=61uM,,,,,//,5th4.pdf,(7CZ)
5ofu,,2.62,,2017,,Ki=63.8uM,,Ki=63.8uM,,,//,5oey.pdf,(AMP),[Nonstandard,assay:
5u94,,2.2,,2017,,Ki=64nM,,Ki=64nM,,,,,//,5u94.pdf,(G93)
5wex,,1.26,,2017,,Ki=66.3nM,,Ki=66.3nM,,,//,5uln.pdf,(8JS),ligand,is
5v0n,,2.16,,2017,,Ki=67.1nM,,Ki=67.1nM,,,//,5v0n.pdf,(8W4),ligand,is
5tks,,1.55,,2017,,Ki=68nM,,Ki=68nM,,,,,//,5tks.pdf,(7DL)
5m0m,,2.1,,2017,,Ki=6nM,,Ki=6nM,,,,,,//,5m0d.pdf
5qcn,,2.3,,2017,,Ki=6nM,,Ki=6nM,,,,,,//,5qck.pdf
5w8v,,2.35,,2017,,Ki=6nM,,Ki=6nM,,,,,,//,5w8v.pdf
5v1y,,1.42,,2017,,Ki=7.1nM,,Ki=7.1nM,,,,//,5v1y.pdf,(16-mer),"Ki=7.1+/-0.9nM,"
5wad,,2.09,,2017,,Ki=7.8nM,,Ki=7.8nM,,,,//,5wac.pdf,(QQZ),[Uncommon
5xhr,,1.8,,2017,,Ki=7.9uM,,Ki=7.9uM,,,,//,5xhr.pdf,(PXH),[Covalent
5nin,,1.7,,2017,,Ki=75nM,,Ki=75nM,,,,,//,5nin.pdf,(16-mer)
5ula,,1.5,,2017,,Ki=77nM,,Ki=77nM,,,,,//,5ula.pdf,(5MJ)
5kez,,1.83,,2017,,Ki=7nM,,Ki=7nM,,,,,,//,5kez.pdf
5two,,1.93,,2017,,Ki=8.06nM,,Ki=8.06nM,,,//,5two.pdf,(7MV),ligand,is
5n6s,,2.1,,2017,,Ki=8.2nM,,Ki=8.2nM,,,,//,5n6s.pdf,(8P5),ligand
5tv3,,2.9,,2017,,Ki=8.2nM,,Ki=8.2nM,,,,//,5tt3.pdf,(7L3),ligand
5l87,,0.87,,2017,,Ki=8.43uM,,Ki=8.43uM,,,//,5l87.pdf,(6RD),PEX14-2,
5ops,,2,,2017,,Ki=8.63uM,,Ki=8.63uM,,,//,5oop.pdf,(A3Q),comp.9,
5vjn,,1.78,,2017,,Ki=8.7uM,,Ki=8.7uM,,,,//,5vjn.pdf,(IR8),"Ki=8.7+/-1.5uM,"
5j87,,1.59,,2017,,Ki=8.9nM,,Ki=8.9nM,,,,//,5j87.pdf,(N42),[Covalent
5m7u,,2.3,,2017,,Ki=8nM,,Ki=8nM,,,,,,//,5m7s.pdf
5ug9,,1.33,,2017,,Ki=8nM,,Ki=8nM,,,,,,//,5ug8.pdf
5lce,,1.39,,2017,,Ki=9.2nM,,Ki=9.2nM,,,,//,5jfd.pdf,(6TH),compound
5vsj,,2.46,,2017,,Ki=95uM,,Ki=95uM,,,,,//,5vsj.pdf,(9HV)
5thn,,1.33,,2017,,Ki=96uM,,Ki=96uM,,,,,//,5th4.pdf,(7CZ)
5tg5,,1.75,,2017,,Ki=97.3uM,,Ki=97.3uM,,,//,5tg4.pdf,(JW8),[Covalent,complex]
5uez,,1.51,,2017,,Ki=970nM,,Ki=970nM,,,,//,5ueu.pdf,(89G),Ki=970+/-200nM;
5upe,,1.93,,2017,,Ki=9nM,,Ki=9nM,,,,,,//,5upe.pdf
5za1,,2.52,,2018,,IC50<0.030uM,,IC50<0.030uM,5za1.pdf,(9A0),ligand,is,compound,6,
6bsl,,1.45,,2018,,IC50<1nM,,IC50<1nM,,,,//,6bsl.pdf,(EVV),ligand
5oqw,,2.31,,2018,,IC50<40nM,,IC50<40nM,,,//,5oqw.pdf,(A4E),ligand,is
5uy8,,2.39,,2018,,IC50<5nM,,IC50<5nM,,,,//,5uy8.pdf,(8UM),ligand
6hd4,,2.03,,2018,,IC50=0.0023uM,,IC50=0.0023uM,6hd4.pdf,(FYW),ligand,is,compound,7;,IC50=0.0023+/-0.0009uM
6f22,,1.55,,2018,,IC50=0.002uM,,IC50=0.002uM,6f1x.pdf,(C9B),ligand,is,compound,29,
5qil,,1.98,,2018,,IC50=0.003nM,,IC50=0.003nM,5qik.pdf,(J2V),ligand,is,compound,2b,
6ccy,,2.18,,2018,,IC50=0.003uM,,IC50=0.003uM,6ccy.pdf,(EX4),ligand,is,compound,5,
6f3d,,2.38,,2018,,IC50=0.004uM,,IC50=0.004uM,6f3d.pdf,(CJT),ligand,is,compound,2,
5kpk,,2.4,,2018,,IC50=0.005uM,,IC50=0.005uM,5kpk.pdf,(6VK),IC50,=,0.005,+/-,0.003
6c6o,,2.3,,2018,,IC50=0.005uM,,IC50=0.005uM,6apz.pdf,(ENG),[Incomplete,ligand],[Different,ligand,in
6c4g,,2.39,,2018,,IC50=0.005uM,,IC50=0.005uM,6c4g.pdf,(EQG),ligand,is,compound,27;,IC50
6f23,,1.84,,2018,,IC50=0.005uM,,IC50=0.005uM,6f1x.pdf,(C8Z),ligand,is,compound,16,
5qim,,1.75,,2018,,IC50=0.006nM,,IC50=0.006nM,5qik.pdf,(J2Y),ligand,is,compound,3e,
6ffn,,1.75,,2018,,IC50=0.006uM,,IC50=0.006uM,6ffn.pdf,(D8K),[Covalent,complex],ligand,is,compound
6ba7,,2.5,,2018,,IC50=0.007uM,,IC50=0.007uM,6apz.pdf,(D1Y),[Incomplete,ligand],[Different,ligand,in
5xyz,,2.64,,2018,,IC50=0.008uM,,IC50=0.008uM,5xyx.pdf,(GYL),[Covalent,complex][Incomplete,ligand],ligand,is
6do3,,2.17,,2018,,IC50=0.0094uM,,IC50=0.0094uM,6do3.pdf,(7-mer),[Incomplete,ligand],[Different,ligand,in
5ni5,,2.3,,2018,,IC50=0.009uM,,IC50=0.009uM,5ni5.pdf,(8YB),ligand,is,compound,1,
6esn,,1.84,,2018,,IC50=0.009uM,,IC50=0.009uM,5ni5.pdf,(BWE),ligand,is,compound,32,
5o7e,,1.87,,2018,,IC50=0.010uM,,IC50=0.010uM,5o7e.pdf,(9NB),IC50,=,0.01,+/-,0.002.
6df7,,2,,2018,,IC50=0.010uM,,IC50=0.010uM,6df4.pdf,(G9V),Ligand,is,compound,27;,bingind
5y6e,,1.8,,2018,,IC50=0.0137uM,,IC50=0.0137uM,5y6d.pdf,(8PO),ligand,is,compound,12,
6ckx,,2.8,,2018,,IC50=0.013uM,,IC50=0.013uM,6ckx.pdf,(8M1),ligand,is,compound,29;,Binding
6fgq,,2.37,,2018,,IC50=0.014uM,,IC50=0.014uM,5ni5.pdf,(D9N),ligand,is,compound,23,
5yg3,,2.4,,2018,,IC50=0.014uM,,IC50=0.014uM,5yfz.pdf,(8UC),[Different,protein,in,assay:,Protein
5kpm,,2.69,,2018,,IC50=0.015uM,,IC50=0.015uM,5kpk.pdf,(6VM),IC50,=,0.015,+/-,0.011
5nib,,1.82,,2018,,IC50=0.019uM,,IC50=0.019uM,5ni5.pdf,(8Y5),ligand,is,compound,25,
6do4,,2.2,,2018,,IC50=0.021uM,,IC50=0.021uM,6do3.pdf,(6-mer),[Incomplete,ligand],[Different,ligand,in
6f3i,,2.14,,2018,,IC50=0.021uM,,IC50=0.021uM,6f3d.pdf,(CKN),ligand,is,compound,33,
6df4,,1.3,,2018,,IC50=0.023uM,,IC50=0.023uM,6df4.pdf,(G9Y),Ligand,is,compound,8;,bingind
5owc,,1.75,,2018,,IC50=0.026uM,,IC50=0.026uM,5ow8.pdf,(AYZ),[Nonstandard,assay:,Temp,37],ligand
6hvj,,2.28,,2018,,IC50=0.028uM,,IC50=0.028uM,6hvh.pdf,(GV8),ligand,is,compound,70,
6bbu,,2.08,,2018,,IC50=0.029uM,,IC50=0.029uM,6bbu.pdf,(D7D),[Nonstandard,assay:,1,mM,ATP]
6fex,,1.29,,2018,,IC50=0.029uM,,IC50=0.029uM,6fer.pdf,(D6Z),ligand,is,compound,2.45,
5ni8,,1.94,,2018,,IC50=0.02uM,,IC50=0.02uM,//,5ni5.pdf,(8Y2),ligand,is,compound,10
5ni7,,2.45,,2018,,IC50=0.02uM,,IC50=0.02uM,//,5ni5.pdf,(8Y8),ligand,is,compound,8
6bfp,,1.29,,2018,,IC50=0.02uM,,IC50=0.02uM,//,6bfp.pdf,(DJY),enzymic,inhibition,"assay,","IC50(trypsin,"
6f1x,,1.9,,2018,,IC50=0.02uM,,IC50=0.02uM,//,6f1x.pdf,(C9Q),ligand,is,compound,7
6gin,,2.2,,2018,,IC50=0.032uM,,IC50=0.032uM,6gi6.pdf,(IR2),ligand,is,compound,16,
6cck,,1.61,,2018,,IC50=0.037uM,,IC50=0.037uM,6cck.pdf,(EXJ),ligand,is,compound,53,
6ed6,,2.86,,2018,,IC50=0.037uM,,IC50=0.037uM,6e99.pdf,(J0P),[Nonstandard,assay:,ATP,=,100
6bir,,2.3,,2018,,IC50=0.03uM,,IC50=0.03uM,//,6bij.pdf,(13-mer),[Nonstandard,assay:,Temp,"37,"
6frf,,2.1,,2018,,IC50=0.040uM,,IC50=0.040uM,5eic.pdf,(E3T),ligand,is,compound,18,
6gip,,2.17,,2018,,IC50=0.042uM,,IC50=0.042uM,6gi6.pdf,(EUN),ligand,is,compound,21,
5osy,,2.06,,2018,,IC50=0.0430uM,,IC50=0.0430uM,5osx.pdf,(AJQ),IC50,=,0.043,+/-,0.008
5yg4,,2.3,,2018,,IC50=0.043uM,,IC50=0.043uM,5yfz.pdf,(8UF),[Different,protein,in,assay:,Protein
6dzq,,2.25,,2018,,IC50=0.043uM,,IC50=0.043uM,6dcy.pdf,(HJP),ligand,is,compound,1;,IC50
6ft8,,1.45,,2018,,IC50=0.044uM,,IC50=0.044uM,6ft7.pdf,(E6T),ligand,is,compound,8g,
6h1i,,1.69,,2018,,IC50=0.044uM,,IC50=0.044uM,6h1h.pdf,(FJH),ligand,is,compound,2,
6hvh,,2.36,,2018,,IC50=0.047uM,,IC50=0.047uM,6hvh.pdf,(GV2),ligand,is,compound,37,
5qin,,1.57,,2018,,IC50=0.04nM,,IC50=0.04nM,//,5qik.pdf,(J2V),ligand,is,compound,2b
6ew3,,2.14,,2018,,IC50=0.04uM,,IC50=0.04uM,//,5jmx.pdf,(S3C),IC50,=,0.04,+/-
5yso,,2.5,,2018,,IC50=0.04uM,,IC50=0.04uM,//,5yso.pdf,(90C),compound,is,DN200434,
6cco,,1.82,,2018,,IC50=0.051uM,,IC50=0.051uM,6cck.pdf,(EXV),ligand,is,compound,28,
5y6d,,2.1,,2018,,IC50=0.055uM,,IC50=0.055uM,5y6d.pdf,(8PL),ligand,is,compound,11,
6cz3,,1.8,,2018,,IC50=0.056uM,,IC50=0.056uM,6cz3.pdf,(FLJ),binding,assay:,mobility,shift,assay;
6mr5,,1.85,,2018,,IC50=0.05uM,,IC50=0.05uM,//,6mr5.pdf,(W45),ligand,is,MCA,
6ffs,,1.86,,2018,,IC50=0.063uM,,IC50=0.063uM,6ffn.pdf,(D8E),[Covalent,complex],ligand,is,compound
6dcz,,2.89,,2018,,IC50=0.068uM,,IC50=0.068uM,6dcy.pdf,(G5Y),ligand,is,compound,3;,IC50
6do5,,2.5,,2018,,IC50=0.0695uM,,IC50=0.0695uM,6do3.pdf,(6-mer),[Incomplete,ligand],[Different,ligand,in
6f3g,,2.37,,2018,,IC50=0.069uM,,IC50=0.069uM,6f3d.pdf,(CJN),ligand,is,compound,17,
6bu1,,1.58,,2018,,IC50=0.06uM,,IC50=0.06uM,//,6apz.pdf,(E9S),[Incomplete,ligand],ligand,is
6cje,,3.36,,2018,,IC50=0.06uM,,IC50=0.06uM,//,6cj5.pdf,(F4A),ligand,is,compound,1
6f3e,,2.67,,2018,,IC50=0.070uM,,IC50=0.070uM,6f3d.pdf,(CJQ),ligand,is,compound,3,
6h7z,,2,,2018,,IC50=0.075nM,,IC50=0.075nM,5of0.pdf,(FVW),[Nonstandard,assay:,Temp,37],IC50
6cgp,,2.5,,2018,,IC50=0.076uM,,IC50=0.076uM,6cgp.pdf,(F1Y),ligand,is,compound,4i;,IC50
6cz4,,1.5,,2018,,IC50=0.076uM,,IC50=0.076uM,6cz3.pdf,(FKY),binding,assay:,mobility,shift,assay;
5wgd,,1.8,,2018,,IC50=0.078uM,,IC50=0.078uM,5wgd.pdf,(13-mer),ligand,is,peptide,SRC2-LP1,
6ggn,,2,,2018,,IC50=0.08nM,,IC50=0.08nM,//,6ggn.pdf,(EYH),ligand,is,compound,15a
5ux4,,2.81,,2018,,IC50=0.09uM,,IC50=0.09uM,//,5ux4.pdf,(3UT),ligand,is,compound,4
6f5h,,2.16,,2018,,IC50=0.09uM,,IC50=0.09uM,//,6f5h.pdf,(CQ5),ligand,is,compound,46
5wzu,,2.2,,2018,,IC50=0.10uM,,IC50=0.10uM,//,5wzo.pdf,(7W3),ligand,is,compound,24
5t31,,2.85,,2018,,IC50=0.110uM,,IC50=0.110uM,5kpk.pdf,(75F),IC50,=,0.11,+/-,0.001
5lh4,,1.37,,2018,,IC50=0.11uM,,IC50=0.11uM,//,5lh4.pdf,(6W4),[Different,protein,in,assay:
5ncq,,3,,2018,,IC50=0.11uM,,IC50=0.11uM,//,5ncq.pdf,(8T8),IC50,=,0.11,+/-
5wdj,,2.4,,2018,,IC50=0.11uM,,IC50=0.11uM,//,5wdj.pdf,(AEY),ligand,is,compound,6
6ft9,,1.87,,2018,,IC50=0.11uM,,IC50=0.11uM,//,6ft7.pdf,(E6W),ligand,is,compound,16
6q73,,2.21,,2018,,IC50=0.126uM,,IC50=0.126uM,6q6y.pdf,(HKK),ligand,is,compound,11,
6bsk,,2.57,,2018,,IC50=0.12uM,,IC50=0.12uM,//,6bsk.pdf,(MVG),ligand,is,compound,12b
6cis,,1.51,,2018,,IC50=0.135uM,,IC50=0.135uM,6cd4.pdf,(X26),Ligand,is,compound,JWG-047;IC50,=
6hkz,,2.09,,2018,,IC50=0.13nM,,IC50=0.13nM,//,5of0.pdf,(GBZ),[Nonstandard,assay:,Temp,37]
6fqo,,1.35,,2018,,IC50=0.140uM,,IC50=0.140uM,5eic.pdf,(E2T),ligand,is,compound,16,
6ep9,,2.01,,2018,,IC50=0.145uM,,IC50=0.145uM,6bik.pdf,(BNB),Lanthascreen,"assay,",compound,9,
6fr0,,1.5,,2018,,IC50=0.146uM,,IC50=0.146uM,5eic.pdf,(E3H),ligand,is,compound,17,
5x02,,2.4,,2018,,IC50=0.14nM,,IC50=0.14nM,//,5x02.pdf,(F6M),[Covalent,complex],Mobility,shift
5w8i,,1.95,,2018,,IC50=0.150uM,,IC50=0.150uM,5w8h.pdf,(9YD),[Nonstandard,assay:,without,EDTA],IC50
5mwa,,1.55,,2018,,IC50=0.15uM,,IC50=0.15uM,//,5mwa.pdf,(8S9),IC50(22d)=0.15+/-0.04uM,,,
6apz,,2.25,,2018,,IC50=0.15uM,,IC50=0.15uM,//,6apz.pdf,(BQ4),[Incomplete,ligand],[Different,ligand
5y8c,,1.42,,2018,,IC50=0.16uM,,IC50=0.16uM,//,5y8c.pdf,(8P9),ligand,is,"6m,",IC50
6c7d,,1.79,,2018,,IC50=0.17nM,,IC50=0.17nM,//,6c7d.pdf,(EOJ),Ligand,is,compound,23;
6gi6,,1.98,,2018,,IC50=0.194uM,,IC50=0.194uM,6gi6.pdf,(EZB),ligand,is,compound,11,
6etj,,2.51,,2018,,IC50=0.19uM,,IC50=0.19uM,//,6etj.pdf,(BWW),Ligand,is,compound,KAN0438241;
6hdq,,1.7,,2018,,IC50=0.1uM,,IC50=0.1uM,,//,6hdn.pdf,(FZE),ligand,is,compound
6ciy,,1.68,,2018,,IC50=0.201uM,,IC50=0.201uM,6cd4.pdf,(F3J),Ligand,is,compound,JWG-069;IC50,=
5wzv,,2.2,,2018,,IC50=0.21uM,,IC50=0.21uM,//,5wzo.pdf,(7W0),ligand,is,compound,Me-indoxam
5g6u,,1.84,,2018,,IC50=0.22uM,,IC50=0.22uM,//,5g6u.pdf,(YJM),IC50,=,0.22,+/-
5wzt,,2.4,,2018,,IC50=0.22uM,,IC50=0.22uM,//,5wzo.pdf,(7W6),ligand,is,compound,14
6biy,,2.05,,2018,,IC50=0.22uM,,IC50=0.22uM,//,6bij.pdf,(13-mer),[Nonstandard,assay:,Temp,"37,"
6giu,,1.39,,2018,,IC50=0.22uM,,IC50=0.22uM,//,6giu.pdf,(L69),IC50,=,0.22,+/-
6ft4,,1.34,,2018,,IC50=0.235uM,,IC50=0.235uM,6fsy.pdf,(E5W),alpha,screen,assay,,
5y8w,,1.76,,2018,,IC50=0.23uM,,IC50=0.23uM,//,5y8c.pdf,(8PU),ligand,is,"6a,",IC50
6czv,,1.88,,2018,,IC50=0.23uM,,IC50=0.23uM,//,6czu.pdf,(FOY),[Covalent,complex],[Incomplete,ligand]
6cmr,,2.21,,2018,,IC50=0.246uM,,IC50=0.246uM,6cmr.pdf,(5OD),ligand,is,compound,SHP099;,IC50
6c7f,,1.82,,2018,,IC50=0.24nM,,IC50=0.24nM,//,6c7d.pdf,(EOS),Ligand,is,compound,39;
6c2y,,2.74,,2018,,IC50=0.25uM,,IC50=0.25uM,//,6c2y.pdf,(EJS),ligand,is,compound,33;
6ccq,,1.92,,2018,,IC50=0.25uM,,IC50=0.25uM,//,6cck.pdf,(EX7),ligand,is,compound,20
6g4m,,2.63,,2018,,IC50=0.25uM,,IC50=0.25uM,//,6fld.pdf,(DQ5),[Different,protein,in,assay:
6hdo,,2.61,,2018,,IC50=0.25uM,,IC50=0.25uM,//,6hdn.pdf,(FZH),ligand,is,compound,27
6biz,,2.1,,2018,,IC50=0.27uM,,IC50=0.27uM,//,6bij.pdf,(15-mer),[Nonstandard,assay:,Temp,"37,"
6cw8,,1.9,,2018,,IC50=0.27uM,,IC50=0.27uM,//,6cw8.pdf,(FGY),IC50=0.27+/-0.01uM,,,
5wzs,,2.3,,2018,,IC50=0.28uM,,IC50=0.28uM,//,5wzo.pdf,(7W9),ligand,is,compound,8
6e9w,,2.96,,2018,,IC50=0.28uM,,IC50=0.28uM,//,6e99.pdf,(J0P),[Nonstandard,assay:,ATP,=
5zh2,,2.66,,2018,,IC50=0.29uM,,IC50=0.29uM,//,5zh2.pdf,(9CU),ligand,is,compound,"16,"
6g6w,,2.72,,2018,,IC50=0.2nM,,IC50=0.2nM,,//,6g6w.pdf,(EO5),ligand,is,compound
6f2n,,1.15,,2018,,IC50=0.2uM,,IC50=0.2uM,,//,5jmx.pdf,(CF8),IC50,=,0.2
5yzd,,2.64,,2018,,IC50=0.2uM,,IC50=0.2uM,,//,5yxw.pdf,(4-mer),ligand,is,FIP
6c8p,,1.64,,2018,,IC50=0.2uM,,IC50=0.2uM,,//,6apz.pdf,(EQA),[Incomplete,ligand],ligand
6g5j,,1.85,,2018,,IC50=0.2uM,,IC50=0.2uM,,//,6g5j.pdf,(EM8),ligand,is,compound
6biv,,2.9,,2018,,IC50=0.30uM,,IC50=0.30uM,//,6bij.pdf,(13-mer),[Nonstandard,assay:,Temp,"37,"
6bix,,2.2,,2018,,IC50=0.31uM,,IC50=0.31uM,//,6bij.pdf,(13-mer),[Nonstandard,assay:,Temp,"37,"
6dqb,,1.79,,2018,,IC50=0.32uM,,IC50=0.32uM,//,6dq4.pdf,(HZM),[Different,protein,in,assay:
5z9e,,1.8,,2018,,IC50=0.33mM,,IC50=0.33mM,//,5z4h.pdf,(27K),[Nonstandard,assay:,Temp,30]
5wgq,,2.3,,2018,,IC50=0.33uM,,IC50=0.33uM,//,5wgd.pdf,(13-mer),ligand,is,peptide,SRC2-LP1
5yve,,3.4,,2018,,IC50=0.33uM,,IC50=0.33uM,//,5yve.pdf,(AF9),ligand,is,"AF-219,IC50=0.33+/-0.07uM",
6bx6,,2.9,,2018,,IC50=0.33uM,,IC50=0.33uM,//,6bx6.pdf,(EDJ),ligand,is,compound,SBI-0206965;
6h7y,,1.81,,2018,,IC50=0.35nM,,IC50=0.35nM,//,5of0.pdf,(FVZ),[Nonstandard,assay:,Temp,37]
6dqa,,1.89,,2018,,IC50=0.36uM,,IC50=0.36uM,//,6dq4.pdf,(H6V),[Different,protein,in,assay:
6ft3,,1.28,,2018,,IC50=0.377uM,,IC50=0.377uM,6fsy.pdf,(E5T),alpha,screen,assay,,
6mx8,,1.96,,2018,,IC50=0.37nM,,IC50=0.37nM,//,5j7h.pdf,(6GY),ligand,is,compound,11q
6hvi,,1.96,,2018,,IC50=0.380uM,,IC50=0.380uM,6hvh.pdf,(GV5),ligand,is,compound,38,
6c7i,,1.71,,2018,,IC50=0.38nM,,IC50=0.38nM,//,6c7d.pdf,(EP7),Ligand,is,compound,31;
6acb,,2.8,,2018,,IC50=0.39nM,,IC50=0.39nM,//,5zz2.pdf,(9T9),ligand,is,compound,"17c,IC50=0.39+/-0.05nM"
6i8l,,1.58,,2018,,IC50=0.39uM,,IC50=0.39uM,//,6i8b.pdf,(H7Q),,,,
6eum,,1.18,,2018,,IC50=0.3uM,,IC50=0.3uM,,//,5jmx.pdf,(BY5),IC50,=,0.3
5o7n,,1.5,,2018,,IC50=0.3uM,,IC50=0.3uM,,//,5o7n.pdf,(9NK),IC50=0.3+/-0.09uM,,
6fkp,,2,,2018,,IC50=0.3uM,,IC50=0.3uM,,//,6fap.pdf,(10-mer),ligand,is,H3
5ylt,,1.69,,2018,,IC50=0.41uM,,IC50=0.41uM,//,5ylt.pdf,(C7N),[Nonstandard,assay:,pH,8.8]
5y0z,,2,,2018,,IC50=0.46uM,,IC50=0.46uM,//,5y0z.pdf,(8K9),ligand,is,"NPD11033,IC50=0.46+/-0.056uM",
6bin,,2.5,,2018,,IC50=0.46uM,,IC50=0.46uM,//,6bij.pdf,(13-mer),[Nonstandard,assay:,Temp,"37,"
6ffh,,2.65,,2018,,IC50=0.46uM,,IC50=0.46uM,//,6ffh.pdf,(D7W),ligand,is,compound,4(fenobam)
6czu,,1.47,,2018,,IC50=0.48uM,,IC50=0.48uM,//,6czu.pdf,(FP7),[Covalent,complex],[Incomplete,ligand]
5x27,,2.95,,2018,,IC50=0.4nM,,IC50=0.4nM,,//,5x26.pdf,(7XR),ligand,is,SKLB5;
5l9h,,2.25,,2018,,IC50=0.4uM,,IC50=0.4uM,,//,5g2b.pdf,(CVL),ligand,is,compound
6gy1,,2.1,,2018,,IC50=0.50uM,,IC50=0.50uM,//,6gy1.pdf,(FGQ),[Different,protein,in,assay:
5kpl,,2.6,,2018,,IC50=0.515uM,,IC50=0.515uM,5kpk.pdf,(6VL),IC50,=,0.515,+/-,0.257uM.
6bjo,,1.75,,2018,,IC50=0.51uM,,IC50=0.51uM,//,6bjo.pdf,(DUY),ligand,is,compound,BIO124
5z4o,,1.73,,2018,,IC50=0.53mM,,IC50=0.53mM,//,5z4h.pdf,(HX8),[Nonstandard,assay:,Temp,30]
6d4o,,2.9,,2018,,IC50=0.53uM,,IC50=0.53uM,//,6d4o.pdf,(FUV),[Different,ligand,in,assay:
6ar4,,1.69,,2018,,IC50=0.573uM,,IC50=0.573uM,6ar4.pdf,(BQA),ligand,is,1o,,
6bil,,2.4,,2018,,IC50=0.58uM,,IC50=0.58uM,//,6bij.pdf,(13-mer),[Nonstandard,assay:,Temp,"37,"
6axb,,1.8,,2018,,IC50=0.5uM,,IC50=0.5uM,,//,6apz.pdf,(C0V),[Incomplete,ligand],[Different
5y8z,,1.84,,2018,,IC50=0.62uM,,IC50=0.62uM,//,5y8c.pdf,(8Q3),ligand,is,"5t,",IC50
5zun,,1.35,,2018,,IC50=0.64nM,,IC50=0.64nM,//,5zun.pdf,(9JX),ligand,is,compound,31
6f5l,,1.63,,2018,,IC50=0.65nM,,IC50=0.65nM,//,6ety.pdf,(CQB),IC50(7)=0.65+/-0.11nM,,,
5zz4,,2.9,,2018,,IC50=0.67nM,,IC50=0.67nM,//,5zz4.pdf,(9M3),[Nonstandard,assay:,unactivated,form
6h1h,,1.54,,2018,,IC50=0.67uM,,IC50=0.67uM,//,6h1h.pdf,(FJE),ligand,is,compound,7
6iil,,2.2,,2018,,IC50=0.68uM,,IC50=0.68uM,//,6iik.pdf,(A8F),ligand,is,compound,IU1-47
6aak,,2.67,,2018,,IC50=0.71nM,,IC50=0.71nM,//,6aah.pdf,(9T6),ligand,is,"peficitinib,IC50=0.71(0.38-1.4)nM",
6gop,,2.9,,2018,,IC50=0.7nM,,IC50=0.7nM,,//,6gop.pdf,(F6K),[Multiple,sites:,
5wkl,,1.85,,2018,,IC50=0.7uM,,IC50=0.7uM,,//,5wkj.pdf,(AVY/B3J),[Covalent,complex],ligand
6bbv,,1.8,,2018,,IC50=0.803uM,,IC50=0.803uM,6bbu.pdf,(D7D),[Nonstandard,assay:,1,mM,ATP]
5yqo,,1.48,,2018,,IC50=0.815uM,,IC50=0.815uM,5yql.pdf,(L5C),ligand,is,compound,24a,
5o7i,,2.38,,2018,,IC50=0.82uM,,IC50=0.82uM,//,5lrq.pdf,(9N8),compound,"46,",IC50=0.82+/-0.1uM,
6iin,,2.53,,2018,,IC50=0.83uM,,IC50=0.83uM,//,6iik.pdf,(A8O),ligand,is,compound,IU1-248
6e4f,,1.15,,2018,,IC50=0.85nM,,IC50=0.85nM,//,6e4f.pdf,(HRA),ligand,is,compound,ARQ
6aum,,2.95,,2018,,IC50=0.8nM,,IC50=0.8nM,,//,6aum.pdf,(BXV),ligand,is,t-TUCB
5y86,,1.9,,2018,,IC50=0.8uM,,IC50=0.8uM,,//,5y86.pdf,(HRM),ligand,is,harmine
6f8u,,2.1,,2018,,IC50=0.8uM,,IC50=0.8uM,,//,6f6u.pdf,(CZQ),ligand,is,GEBR-20b;
6bij,,2.1,,2018,,IC50=0.90uM,,IC50=0.90uM,//,6bij.pdf,(13-mer),[Nonstandard,assay:,Temp,"37,"
6e9l,,2.8,,2018,,IC50=0.92uM,,IC50=0.92uM,//,6e99.pdf,(J0P),[Nonstandard,assay:,ATP,=
5okt,,2.13,,2018,,IC50=0.93uM,,IC50=0.93uM,//,5okt.pdf,(9XK),[Different,protein,in,assay:
